,Green,NUMBER_OFFERS_SME,SOCIAL_CLAUSE,ENVIRONMENTAL_CLAUSE,ENVIRONMENTAL_CRITERION,ENVIRONMENTAL_WEIGHT,P_CRITERION_WEIGHT,AWARD_PRICE,CAE_LEGAL_STATUS,CAE_REGION,PROCEDURE_TYPE,CPV,FRAMEWORK_AGREEMENT,ADVERTISING,ID_BOAMP_AWARD,ALLOTMENT,MONTH,Division_type,Division,Offers_other,CAE_SIREN,presence,Quarter,Statut
75429,0,2.0,0,0,0,0.0,30.0,11.256483628254504,738,Ile-de-France,open,'80530000,1,38.0,23-18728,1,2023_February,S,80,0.0,180014045,1,2023Q1,Etat
75430,0,2.0,0,0,0,0.0,30.0,10.556333436322548,738,Ile-de-France,open,'80530000,1,38.0,23-18728,1,2023_February,S,80,0.0,180014045,1,2023Q1,Etat
75502,1,1.0,0,1,0,0.0,40.0,12.89921982609012,738,Ile-de-France,open,'72000000,1,29.0,22-160251,0,2022_December,S,72,0.0,130029952,1,2022Q4,Etat
75536,1,2.0,0,1,1,45.0,9.090909090909092,14.694702771236487,738,Ile-de-France,open,'72500000,1,50.0,22-1955,0,2022_January,S,72,6.0,180035032,1,2022Q1,Etat
75615,1,0.0,1,1,1,10.0,33.33333333333333,12.287523591939154,738,Ile-de-France,open,'30199770,1,30.0,22-161083,1,2022_December,F,30,2.0,180036048,0,2022Q4,Etat
75616,1,0.0,1,1,1,10.0,33.33333333333333,11.082296383198514,738,Ile-de-France,open,'30199770,1,30.0,22-161083,1,2022_December,F,30,2.0,180036048,0,2022Q4,Etat
75663,0,3.0,0,0,0,0.0,30.0,12.793859310432293,738,Ile-de-France,open,'72000000,1,31.0,23-62404,0,2023_May,S,72,0.0,197546922,1,2023Q2,Etat
75766,0,0.0,0,0,0,0.0,45.0,14.928108259903077,738,Ile-de-France,open,'79311200,0,33.0,22-8912,0,2022_January,S,79,2.0,180036048,0,2022Q1,Etat
76045,0,3.0,0,0,0,0.0,50.0,10.536088233228039,711,Ile-de-France,open,'79810000,1,89.0,22-12289,1,2022_January,S,79,0.0,110000023,1,2022Q1,Etat
76046,1,2.0,0,0,1,10.0,33.33333333333333,12.747992784929908,711,Ile-de-France,open,'79810000,1,89.0,22-12289,1,2022_January,S,79,1.0,110000023,1,2022Q1,Etat
76617,1,1.0,0,0,1,5.0,52.63157894736842,11.407564949312402,738,Ile-de-France,open,'60000000,1,29.0,22-44661,1,2022_March,S,60,2.0,180070047,1,2022Q1,Etat
76666,1,1.0,1,1,1,10.0,61.111111111111114,13.933402032185429,721,Ile-de-France,open,'45233140,1,36.0,23-149020,0,2023_October,T,45,4.0,217805514,1,2023Q4,Commune
76701,1,4.0,0,1,1,5.0,63.1578947368421,10.32236234755421,721,Ile-de-France,open,'50413200,1,46.0,23-149489,1,2023_October,S,50,1.0,217805514,1,2023Q4,Commune
76742,1,1.0,1,1,0,0.0,40.0,12.515393893085436,712,Ile-de-France,open,'72212000,1,31.0,23-150927,0,2023_October,S,72,0.0,120001037,1,2023Q4,Etat
77218,0,5.0,0,0,0,0.0,45.0,11.289781913656018,738,Provence-Alpes-Côte d’Azur,open,'79310000,1,30.0,23-110638,1,2023_August,S,79,0.0,180006025,1,2023Q3,Etat
77219,0,7.0,0,0,0,0.0,45.0,12.388394202324129,738,Provence-Alpes-Côte d’Azur,open,'79300000,1,30.0,23-110638,1,2023_August,S,79,0.0,180006025,1,2023Q3,Etat
77220,0,7.0,0,0,0,0.0,45.0,12.89921982609012,738,Provence-Alpes-Côte d’Azur,open,'79300000,1,30.0,23-110638,1,2023_August,S,79,0.0,180006025,1,2023Q3,Etat
77227,0,1.0,0,0,0,0.0,60.0,14.866075961162887,736,Ile-de-France,open,'45215120,0,32.0,22-116658,0,2022_August,T,45,0.0,267500452,1,2022Q3,EPL
77228,0,3.0,0,0,0,0.0,50.0,11.952057430548876,412,Centre-Val de Loire,open,'71200000,0,33.0,23-105883,0,2023_August,S,71,0.0,393448881,1,2023Q3,Etat
77244,0,4.0,0,0,0,0.0,40.0,12.168568058988898,711,Ile-de-France,open,'45451100,1,30.0,23-112009,0,2023_August,T,45,0.0,110000023,1,2023Q3,Etat
77246,1,2.0,0,1,0,0.0,30.0,11.275682989276516,738,Ile-de-France,open,'79419000,0,32.0,22-116976,0,2022_September,S,79,2.0,130008014,1,2022Q3,Etat
77255,0,1.0,0,0,0,0.0,40.0,12.020796728909783,738,Ile-de-France,open,'38522000,0,32.0,22-143253,0,2022_October,F,38,1.0,180036048,1,2022Q4,Etat
77264,0,0.0,0,0,0,0.0,10.0,11.225243392518447,736,Ile-de-France,open,'66515200,0,33.0,22-117280,1,2022_September,S,66,1.0,267500007,0,2022Q3,EPL
77267,0,0.0,0,0,0,0.0,10.0,11.156250521031495,736,Ile-de-France,open,'66515200,0,33.0,22-117280,1,2022_September,S,66,1.0,267500007,0,2022Q3,EPL
77270,0,0.0,0,0,0,0.0,10.0,11.225243392518447,736,Ile-de-France,open,'66515200,0,33.0,22-117280,1,2022_September,S,66,1.0,267500007,0,2022Q3,EPL
77376,0,1.0,0,0,0,0.0,40.0,13.363272973784333,711,Ile-de-France,open,'30230000,1,31.0,22-118621,0,2022_September,F,30,0.0,110000023,1,2022Q3,Etat
77581,1,0.0,0,1,0,0.0,50.0,16.050931144136406,721,Ile-de-France,open,'50720000,0,40.0,23-95169,0,2023_August,S,50,1.0,219300787,0,2023Q3,Commune
77663,1,3.0,0,0,1,5.0,36.84210526315789,13.494814815415348,738,Provence-Alpes-Côte d’Azur,open,'79952000,1,29.0,22-149475,0,2022_November,S,79,0.0,180006025,1,2022Q4,Etat
77694,0,2.0,0,0,0,0.0,30.0,13.122363377404328,411,Ile-de-France,open,'79340000,1,46.0,22-147029,0,2022_November,S,79,3.0,776056467,1,2022Q4,Etat
77695,0,2.0,0,0,0,0.0,60.0,11.403110598963021,738,Ile-de-France,open,'71300000,1,40.0,22-147123,1,2022_November,S,71,0.0,180034027,1,2022Q4,Etat
77696,0,2.0,0,0,0,0.0,60.0,11.093310721257621,738,Ile-de-France,open,'71300000,1,40.0,22-147123,1,2022_November,S,71,0.0,180034027,1,2022Q4,Etat
77697,0,4.0,0,0,0,0.0,60.0,11.498826540590727,738,Ile-de-France,open,'71300000,1,40.0,22-147123,1,2022_November,S,71,0.0,180034027,1,2022Q4,Etat
77768,0,1.0,0,0,0,0.0,75.0,13.940149151601634,711,Ile-de-France,open,'48000000,0,30.0,22-93109,0,2022_July,S,48,0.0,110070018,1,2022Q3,Etat
77834,0,3.0,0,0,0,0.0,30.0,13.42984807715229,738,Ile-de-France,open,'72000000,1,50.0,22-149945,0,2022_November,S,72,1.0,180070047,1,2022Q4,Etat
77836,0,4.0,0,0,0,0.0,40.0,12.429216196844383,738,Ile-de-France,open,'72000000,1,43.0,22-149907,0,2022_November,S,72,2.0,180070047,1,2022Q4,Etat
77941,0,2.0,0,0,0,0.0,30.0,13.412446066069847,711,Ile-de-France,open,'92225100,1,33.0,23-78204,1,2023_June,S,92,0.0,110000023,1,2023Q2,Etat
77942,0,4.0,0,0,0,0.0,20.0,11.401792766717712,711,Ile-de-France,open,'72212314,1,33.0,23-78204,1,2023_June,S,72,0.0,110000023,1,2023Q2,Etat
78314,0,3.0,0,0,0,0.0,30.0,15.60727002719233,711,Ile-de-France,open,'72267100,1,43.0,23-80915,0,2023_June,S,72,4.0,110043015,1,2023Q2,Etat
78360,1,3.0,0,1,1,10.0,55.55555555555556,12.462008600309206,736,Ile-de-France,open,'39710000,1,30.0,22-160164,1,2022_December,F,39,0.0,267500452,1,2022Q4,EPL
78438,0,1.0,0,0,0,0.0,55.00000000000001,14.22097566607244,736,Ile-de-France,open,'45430000,1,38.0,22-162139,0,2022_December,T,45,1.0,267500007,1,2022Q4,EPL
78440,0,1.0,0,0,0,0.0,40.0,14.22097566607244,738,Ile-de-France,open,'70130000,1,30.0,23-100098,0,2023_July,S,70,1.0,197517196,1,2023Q3,Etat
78441,0,1.0,0,0,0,0.0,40.0,14.22097566607244,738,Ile-de-France,open,'70130000,1,30.0,23-100098,0,2023_July,S,70,1.0,197517196,1,2023Q3,Etat
78443,0,5.0,0,0,0,0.0,40.0,11.77555892397085,738,Ile-de-France,open,'71241000,1,29.0,22-83595,0,2022_June,S,71,0.0,180036048,1,2022Q2,Etat
78531,0,8.0,0,0,0,0.0,30.0,13.536425941246627,738,Ile-de-France,open,'50700000,0,32.0,22-23455,0,2022_February,S,50,0.0,197534282,1,2022Q1,Etat
78803,0,8.0,0,0,0,0.0,20.0,14.403297222866392,414,Ile-de-France,open,'72421000,0,29.0,22-53150,0,2022_April,S,72,0.0,180090060,1,2022Q2,EPL
78972,0,3.0,0,0,0,0.0,40.0,12.388394202324129,738,Ile-de-France,open,'72267000,1,30.0,22-61655,0,2022_May,S,72,0.0,180043093,1,2022Q2,Etat
79434,0,3.0,0,0,0,0.0,30.0,13.122363377404328,738,Hauts-de-France,open,'72224000,1,42.0,23-31563,0,2023_March,S,72,2.0,130017791,1,2023Q1,Etat
79511,0,1.0,0,0,0,0.0,40.0,12.15819456528571,411,Ile-de-France,open,'79900000,1,44.0,22-74729,0,2022_May,S,79,0.0,440546018,1,2022Q2,Etat
79923,1,3.0,0,1,1,10.0,50.0,12.676076274775909,712,Ile-de-France,open,'35261000,1,32.0,22-79968,0,2022_June,F,35,0.0,120001037,1,2022Q2,Etat
79969,1,1.0,0,1,0,0.0,60.0,13.997832114758229,721,Ile-de-France,open,'09310000,1,34.0,22-81146,1,2022_June,F,09,0.0,217805514,1,2022Q2,Commune
79970,1,1.0,0,1,0,0.0,60.0,12.676076274775909,721,Ile-de-France,open,'44162500,1,34.0,22-81146,1,2022_June,F,44,0.0,217805514,1,2022Q2,Commune
80301,0,2.0,0,0,0,0.0,40.0,12.073351838578015,738,Ile-de-France,open,'66516000,0,31.0,23-133594,1,2023_September,S,66,0.0,180092058,1,2023Q3,Etat
80302,0,2.0,0,0,0,0.0,40.0,10.41219673822625,738,Ile-de-France,open,'66510000,0,31.0,23-133594,1,2023_September,S,66,0.0,180092058,1,2023Q3,Etat
80442,1,4.0,0,1,0,0.0,30.0,10.596634733096073,738,Ile-de-France,open,'79530000,1,34.0,23-139876,1,2023_October,S,79,2.0,197517188,1,2023Q4,Etat
80443,1,5.0,0,1,0,0.0,50.0,10.596634733096073,738,Ile-de-France,open,'79530000,1,34.0,23-139876,1,2023_October,S,79,2.0,197517188,1,2023Q4,Etat
80444,1,6.0,0,1,0,0.0,35.0,11.918390573078392,738,Ile-de-France,open,'79530000,1,34.0,23-139876,1,2023_October,S,79,1.0,197517188,1,2023Q4,Etat
80448,1,5.0,0,1,0,0.0,35.0,10.596634733096073,738,Ile-de-France,open,'79530000,1,34.0,23-139876,1,2023_October,S,79,2.0,197517188,1,2023Q4,Etat
80604,0,1.0,0,0,0,0.0,30.0,14.06954142671105,738,Ile-de-France,open,'42511000,0,40.0,22-127387,1,2022_September,F,42,0.0,197534597,1,2022Q3,Etat
80605,0,1.0,0,0,0,0.0,30.0,11.809319478024031,738,Ile-de-France,open,'42123000,0,40.0,22-127387,1,2022_September,F,42,0.0,197534597,1,2022Q3,Etat
80606,0,1.0,0,0,0,0.0,35.0,12.062340833640125,738,Ile-de-France,open,'44611400,0,40.0,22-127387,1,2022_September,F,44,0.0,197534597,1,2022Q3,Etat
80607,0,1.0,0,0,0,0.0,35.0,10.429138732620679,738,Ile-de-France,open,'39341000,0,40.0,22-127387,1,2022_September,F,39,0.0,197534597,1,2022Q3,Etat
80680,1,1.0,0,1,1,5.0,42.10526315789473,12.146651674035967,738,Ile-de-France,open,'30163000,1,29.0,22-64847,0,2022_May,F,30,2.0,187500020,1,2022Q2,Etat
80772,0,0.0,0,0,0,0.0,30.0,12.89921982609012,738,Ile-de-France,open,'79200000,1,34.0,22-66583,0,2022_May,S,79,1.0,130002504,0,2022Q2,Etat
80951,0,7.0,1,0,0,0.0,40.0,14.365438426327962,738,Ile-de-France,open,'72500000,1,33.0,23-88636,0,2023_June,S,72,0.0,180034027,1,2023Q2,Etat
81123,1,3.0,1,1,0,0.0,40.0,11.886968703070053,711,Ile-de-France,open,'39154100,1,23.0,22-93676,0,2022_July,F,39,3.0,110070018,1,2022Q3,Etat
81243,0,4.0,0,0,0,0.0,40.0,12.676076274775909,738,Ile-de-France,open,'72267100,1,51.0,23-124218,0,2023_September,S,72,0.0,180007015,1,2023Q3,Etat
81565,0,3.0,0,0,0,0.0,60.0,13.710150042306449,738,Ile-de-France,open,'79520000,1,32.0,22-58671,0,2022_April,S,79,0.0,180092264,1,2022Q2,Etat
81570,0,1.0,0,0,0,0.0,80.0,12.89921982609012,738,Ile-de-France,open,'48900000,1,31.0,22-59061,0,2022_April,S,48,1.0,180092264,1,2022Q2,Etat
81754,0,2.0,0,0,0,0.0,30.0,14.844465468695631,711,Ile-de-France,open,'72312200,1,30.0,23-159827,0,2023_November,S,72,0.0,110043015,1,2023Q4,Etat
81909,1,2.0,0,0,1,10.0,38.88888888888889,11.036034170120518,711,Ile-de-France,open,'18000000,1,43.0,22-88198,1,2022_June,F,18,0.0,110000023,1,2022Q2,Etat
81910,1,4.0,0,0,1,10.0,33.33333333333333,11.565498939577298,711,Ile-de-France,open,'18000000,1,43.0,22-88198,1,2022_June,F,18,0.0,110000023,1,2022Q2,Etat
81911,1,7.0,0,0,1,10.0,33.33333333333333,10.613000087182337,711,Ile-de-France,open,'18000000,1,43.0,22-88198,1,2022_June,F,18,0.0,110000023,1,2022Q2,Etat
82022,0,2.0,0,0,0,0.0,40.0,11.982929094215963,721,Ile-de-France,open,'79980000,1,32.0,22-169485,1,2022_December,S,79,2.0,219102860,1,2022Q4,Commune
82023,0,2.0,0,0,0,0.0,40.0,11.002099841204238,721,Ile-de-France,open,'79980000,1,32.0,22-169485,1,2022_December,S,79,2.0,219102860,1,2022Q4,Commune
82024,0,2.0,0,0,0,0.0,40.0,10.239959789157341,721,Ile-de-France,open,'79980000,1,32.0,22-169485,1,2022_December,S,79,2.0,219102860,1,2022Q4,Commune
82319,1,2.0,1,1,0,0.0,100.0,11.513725145140793,738,Ile-de-France,open,'64216200,0,43.0,22-171383,1,2022_December,S,64,2.0,180089013,1,2022Q4,Etat
82320,1,0.0,1,1,0,0.0,100.0,11.136922067011684,738,Ile-de-France,open,'64216200,0,43.0,22-171383,1,2022_December,S,64,2.0,180089013,0,2022Q4,Etat
82356,0,1.0,0,0,0,0.0,30.0,12.944343754011548,735,Ile-de-France,open,'71240000,0,64.0,23-178035,0,2023_December,S,71,1.0,200010692,1,2023Q4,EPL
82864,1,3.0,0,0,1,10.0,44.44444444444444,11.103151085273966,711,Ile-de-France,open,'98312000,1,36.0,22-63973,0,2022_May,S,98,0.0,110000023,1,2022Q2,Etat
83143,1,6.0,0,0,1,10.0,33.33333333333333,13.081541382884074,721,Ile-de-France,open,'39700000,0,33.0,22-110016,1,2022_August,F,39,2.0,219200409,1,2022Q3,Commune
83144,1,1.0,0,0,1,10.0,33.33333333333333,13.304684934198283,721,Ile-de-France,open,'39700000,0,33.0,22-110016,1,2022_August,F,39,1.0,219200409,1,2022Q3,Commune
83162,0,1.0,0,0,0,0.0,40.0,9.741556685389908,735,Auvergne-Rhône-Alpes,open,'72267100,1,53.0,22-136399,1,2022_October,S,72,0.0,257705384,1,2022Q4,EPL
83163,0,1.0,0,0,0,0.0,40.0,10.434703865949853,735,Auvergne-Rhône-Alpes,open,'72267100,1,53.0,22-136399,1,2022_October,S,72,0.0,257705384,1,2022Q4,EPL
83411,0,2.0,0,0,0,0.0,25.0,11.289781913656018,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83412,0,3.0,0,0,0,0.0,25.0,11.002099841204238,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83413,0,2.0,0,0,0,0.0,25.0,11.289781913656018,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83414,0,1.0,0,0,0,0.0,25.0,11.512925464970229,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83415,0,2.0,0,0,0,0.0,25.0,12.206072645530174,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83416,0,1.0,0,0,0,0.0,25.0,11.512925464970229,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83417,0,2.0,0,0,0,0.0,25.0,11.512925464970229,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83421,0,1.0,0,0,0,0.0,25.0,11.695247021764184,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83422,0,3.0,0,0,0,0.0,25.0,11.512925464970229,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83423,0,1.0,0,0,0,0.0,25.0,11.289781913656018,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83427,0,1.0,0,0,0,0.0,25.0,11.695247021764184,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83428,0,2.0,0,0,0,0.0,25.0,11.512925464970229,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83429,0,3.0,0,0,0,0.0,25.0,11.289781913656018,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83431,0,1.0,0,0,0,0.0,25.0,11.84939770159144,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83432,0,1.0,0,0,0,0.0,25.0,11.571194373094205,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83433,0,2.0,0,0,0,0.0,25.0,11.512925464970229,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83434,0,2.0,0,0,0,0.0,25.0,11.512925464970229,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83435,0,2.0,0,0,0,0.0,25.0,11.289781913656018,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83436,0,2.0,0,0,0,0.0,25.0,11.512925464970229,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83437,0,5.0,0,0,0,0.0,25.0,11.84939770159144,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83438,0,3.0,0,0,0,0.0,25.0,11.84939770159144,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83439,0,2.0,0,0,0,0.0,25.0,11.695247021764184,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83440,0,3.0,0,0,0,0.0,25.0,12.206072645530174,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83441,0,4.0,0,0,0,0.0,25.0,12.206072645530174,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83442,0,4.0,0,0,0,0.0,25.0,12.206072645530174,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83444,0,3.0,0,0,0,0.0,25.0,11.695247021764184,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83445,0,7.0,0,0,0,0.0,25.0,12.89921982609012,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83446,0,7.0,0,0,0,0.0,25.0,12.89921982609012,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83447,0,7.0,0,0,0,0.0,25.0,12.89921982609012,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83448,0,4.0,0,0,0,0.0,25.0,12.89921982609012,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83449,0,5.0,0,0,0,0.0,25.0,11.289781913656018,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83450,0,4.0,0,0,0,0.0,25.0,11.695247021764184,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83451,0,4.0,0,0,0,0.0,25.0,12.89921982609012,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83452,0,2.0,0,0,0,0.0,25.0,12.206072645530174,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83453,0,3.0,0,0,0,0.0,25.0,9.903487552536127,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83454,0,3.0,0,0,0,0.0,25.0,12.206072645530174,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83455,0,4.0,0,0,0,0.0,25.0,13.412043452518782,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83456,0,5.0,0,0,0,0.0,25.0,13.304684934198283,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83458,0,3.0,0,0,0,0.0,25.0,12.611537753638338,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83459,0,3.0,0,0,0,0.0,25.0,13.412043452518782,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83460,0,6.0,0,0,0,0.0,25.0,12.206072645530174,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83461,0,3.0,0,0,0,0.0,25.0,10.596634733096073,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83462,0,3.0,0,0,0,0.0,25.0,12.611537753638338,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83463,0,4.0,0,0,0,0.0,25.0,13.081541382884074,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83464,0,4.0,0,0,0,0.0,25.0,10.778956289890028,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83465,0,3.0,0,0,0,0.0,25.0,11.002099841204238,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83466,0,3.0,0,0,0,0.0,25.0,13.304684934198283,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83467,0,3.0,0,0,0,0.0,25.0,10.596634733096073,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83468,0,3.0,0,0,0,0.0,25.0,11.695247021764184,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83469,0,3.0,0,0,0,0.0,25.0,11.982929094215963,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83470,0,4.0,0,0,0,0.0,25.0,11.002099841204238,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83471,0,4.0,0,0,0,0.0,25.0,11.289781913656018,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83472,0,3.0,0,0,0,0.0,25.0,11.695247021764184,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83473,0,3.0,0,0,0,0.0,25.0,11.695247021764184,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83474,0,1.0,0,0,0,0.0,25.0,11.002099841204238,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83475,0,3.0,0,0,0,0.0,25.0,9.903487552536127,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83476,0,3.0,0,0,0,0.0,25.0,11.002099841204238,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83477,0,4.0,0,0,0,0.0,25.0,10.596634733096073,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83478,0,4.0,0,0,0,0.0,25.0,8.987196820661973,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83480,0,4.0,0,0,0,0.0,25.0,9.903487552536127,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83481,0,4.0,0,0,0,0.0,25.0,9.903487552536127,738,Ile-de-France,open,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,Etat
83490,0,1.0,0,0,0,0.0,50.0,13.178569782672332,721,Ile-de-France,open,'50324200,1,62.0,22-152625,0,2022_November,S,50,7.0,219300571,1,2022Q4,Commune
83766,1,1.0,1,1,0,0.0,50.0,13.081541382884074,711,Ile-de-France,open,'72262000,1,30.0,22-44494,0,2022_March,S,72,0.0,110070018,1,2022Q1,Etat
83879,0,6.0,0,0,0,0.0,50.0,11.58855228309322,721,Ile-de-France,open,'45223220,1,45.0,22-104618,1,2022_August,T,45,0.0,219300019,1,2022Q3,Commune
84030,1,0.0,0,1,0,0.0,100.0,12.111761966058932,738,Ile-de-France,open,'30121100,0,34.0,22-30038,1,2022_March,F,30,3.0,130023385,0,2022Q1,Etat
84032,1,0.0,0,1,0,0.0,100.0,12.498742259492994,738,Ile-de-France,open,'30121100,0,34.0,22-30038,1,2022_March,F,30,3.0,130023385,0,2022Q1,Etat
84033,1,0.0,0,1,0,0.0,100.0,12.688498794774466,738,Ile-de-France,open,'30121100,0,34.0,22-30038,1,2022_March,F,30,3.0,130023385,0,2022Q1,Etat
84035,1,0.0,0,1,0,0.0,100.0,10.596634733096073,738,Ile-de-France,open,'48000000,0,34.0,22-30038,1,2022_March,S,48,3.0,130023385,0,2022Q1,Etat
