,Green,NUMBER_OFFERS_SME,SOCIAL_CLAUSE,ENVIRONMENTAL_CLAUSE,ENVIRONMENTAL_CRITERION,ENVIRONMENTAL_WEIGHT,P_CRITERION_WEIGHT,AWARD_PRICE,CAE_LEGAL_STATUS,CAE_REGION,PROCEDURE_TYPE,CPV,FRAMEWORK_AGREEMENT,ADVERTISING,ID_BOAMP_AWARD,ALLOTMENT,MONTH,Division_type,Division,Offers_other,CAE_SIREN,presence,Quarter,Statut
230965,0,3.0,0,0,0,0.0,80.0,10.796182070555096,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
230969,0,2.0,0,0,0,0.0,80.0,11.54925739421762,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
230972,0,3.0,0,0,0,0.0,80.0,10.793536973205056,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
230973,0,2.0,0,0,0,0.0,80.0,10.933821000450944,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
230977,0,3.0,0,0,0,0.0,80.0,11.575909653758895,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
230982,0,2.0,0,0,0,0.0,80.0,12.078841365454132,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
230985,0,3.0,0,0,0,0.0,80.0,10.934391858180161,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
230988,0,1.0,0,0,0,0.0,80.0,11.324931852438818,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
230989,0,2.0,0,0,0,0.0,80.0,12.190502050539216,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
230992,0,1.0,0,0,0,0.0,80.0,11.538037501785084,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
230993,0,2.0,0,0,0,0.0,80.0,12.681461747052246,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
230994,0,3.0,0,0,0,0.0,80.0,12.054790347958386,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
230995,0,1.0,0,0,0,0.0,80.0,11.175478753702787,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
230996,0,1.0,0,0,0,0.0,80.0,11.473363093458376,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
230997,0,1.0,0,0,0,0.0,80.0,12.098865982345766,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
230998,0,2.0,0,0,0,0.0,80.0,11.367622197774356,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
230999,0,1.0,0,0,0,0.0,80.0,10.980535663288396,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
231000,0,1.0,0,0,0,0.0,80.0,11.166639228202394,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
231001,0,1.0,0,0,0,0.0,80.0,11.316959241660811,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
231002,0,1.0,0,0,0,0.0,80.0,11.781065326214616,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
231003,0,1.0,0,0,0,0.0,80.0,11.46452272574206,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
231006,0,2.0,0,0,0,0.0,80.0,11.580565421680568,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
231010,0,2.0,0,0,0,0.0,80.0,12.657679970643589,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
231011,0,2.0,0,0,0,0.0,80.0,11.455222196841783,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
231012,0,2.0,0,0,0,0.0,80.0,12.663886657340944,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
231015,0,2.0,0,0,0,0.0,80.0,11.490025245083896,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
231016,0,2.0,0,0,0,0.0,80.0,11.756302923115248,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
231019,0,1.0,0,0,0,0.0,80.0,12.25373836822837,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
231020,0,2.0,0,0,0,0.0,80.0,11.185296015408854,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
231023,0,2.0,0,0,0,0.0,80.0,11.05147713456689,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
231029,0,2.0,0,0,0,0.0,80.0,11.550211615756151,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
231032,0,2.0,0,0,0,0.0,80.0,11.660646950318293,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
231035,0,2.0,0,0,0,0.0,80.0,10.799820445069336,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
231038,0,2.0,0,0,0,0.0,80.0,11.542105554732554,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
231039,0,3.0,0,0,0,0.0,80.0,11.54575077103465,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
231040,0,3.0,0,0,0,0.0,80.0,11.57431214928444,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
231043,0,2.0,0,0,0,0.0,80.0,11.588793316199357,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
231047,0,3.0,0,0,0,0.0,80.0,11.496531820483794,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
231048,0,2.0,0,0,0,0.0,80.0,11.477805930475213,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
231051,0,2.0,0,0,0,0.0,80.0,11.43348174453468,723,Auvergne-Rhône-Alpes,open,'60130000,1,30.0,22-36989,1,2022_March,S,60,0.0,200053767,1,2022Q1,Région
231054,1,1.0,0,1,0,0.0,55.00000000000001,13.592367006650065,722,Auvergne-Rhône-Alpes,open,'63712700,0,33.0,22-37250,0,2022_March,S,63,0.0,200046977,1,2022Q1,Département
233067,1,2.0,0,1,0,0.0,100.0,12.28847482898864,721,Auvergne-Rhône-Alpes,open,'03222000,1,33.0,22-70803,1,2022_June,F,03,0.0,210100533,1,2022Q2,Commune
233068,1,1.0,0,1,0,0.0,100.0,11.579928758559019,721,Auvergne-Rhône-Alpes,open,'03221200,1,33.0,22-70803,1,2022_June,F,03,0.0,210100533,1,2022Q2,Commune
233069,1,1.0,0,1,0,0.0,100.0,11.123531767111622,721,Auvergne-Rhône-Alpes,open,'03221000,1,33.0,22-70803,1,2022_June,F,03,0.0,210100533,1,2022Q2,Commune
233070,1,3.0,0,1,0,0.0,100.0,11.896515243217571,721,Auvergne-Rhône-Alpes,open,'15540000,1,33.0,22-70803,1,2022_June,F,15,0.0,210100533,1,2022Q2,Commune
233071,1,4.0,0,1,0,0.0,100.0,10.100815941436604,721,Auvergne-Rhône-Alpes,open,'15542000,1,33.0,22-70803,1,2022_June,F,15,0.0,210100533,1,2022Q2,Commune
233072,1,2.0,0,1,0,0.0,100.0,10.651584459580887,721,Auvergne-Rhône-Alpes,open,'15542000,1,33.0,22-70803,1,2022_June,F,15,0.0,210100533,1,2022Q2,Commune
233073,1,2.0,0,1,0,0.0,100.0,10.336567827677266,721,Auvergne-Rhône-Alpes,open,'15540000,1,33.0,22-70803,1,2022_June,F,15,0.0,210100533,1,2022Q2,Commune
233074,1,3.0,0,1,0,0.0,100.0,10.678928750822154,721,Auvergne-Rhône-Alpes,open,'15551300,1,33.0,22-70803,1,2022_June,F,15,0.0,210100533,1,2022Q2,Commune
233075,1,3.0,0,1,0,0.0,100.0,9.95227771670556,721,Auvergne-Rhône-Alpes,open,'15542000,1,33.0,22-70803,1,2022_June,F,15,0.0,210100533,1,2022Q2,Commune
233076,1,3.0,0,1,0,0.0,100.0,10.396395611159337,721,Auvergne-Rhône-Alpes,open,'15511000,1,33.0,22-70803,1,2022_June,F,15,0.0,210100533,1,2022Q2,Commune
233077,1,3.0,0,1,0,0.0,100.0,11.49880290947987,721,Auvergne-Rhône-Alpes,open,'15894700,1,33.0,22-70803,1,2022_June,F,15,0.0,210100533,1,2022Q2,Commune
233078,1,3.0,0,1,0,0.0,100.0,11.184567220698879,721,Auvergne-Rhône-Alpes,open,'15894700,1,33.0,22-70803,1,2022_June,F,15,0.0,210100533,1,2022Q2,Commune
233079,1,1.0,0,1,0,0.0,100.0,11.74611835213744,721,Auvergne-Rhône-Alpes,open,'15811100,1,33.0,22-70803,1,2022_June,F,15,0.0,210100533,1,2022Q2,Commune
233080,1,1.0,0,1,0,0.0,100.0,10.602883419328204,721,Auvergne-Rhône-Alpes,open,'15812100,1,33.0,22-70803,1,2022_June,F,15,0.0,210100533,1,2022Q2,Commune
233081,1,3.0,0,1,0,0.0,100.0,12.328909555489236,721,Auvergne-Rhône-Alpes,open,'15111100,1,33.0,22-70803,1,2022_June,F,15,0.0,210100533,1,2022Q2,Commune
233082,1,5.0,0,1,0,0.0,100.0,12.00343919178426,721,Auvergne-Rhône-Alpes,open,'15112100,1,33.0,22-70803,1,2022_June,F,15,0.0,210100533,1,2022Q2,Commune
233083,1,5.0,0,1,0,0.0,100.0,11.38193940167343,721,Auvergne-Rhône-Alpes,open,'15112120,1,33.0,22-70803,1,2022_June,F,15,0.0,210100533,1,2022Q2,Commune
233084,1,3.0,0,1,0,0.0,100.0,11.490226378984609,721,Auvergne-Rhône-Alpes,open,'15897000,1,33.0,22-70803,1,2022_June,F,15,0.0,210100533,1,2022Q2,Commune
233085,1,1.0,0,1,0,0.0,100.0,11.041705095796598,721,Auvergne-Rhône-Alpes,open,'15894700,1,33.0,22-70803,1,2022_June,F,15,0.0,210100533,1,2022Q2,Commune
233086,1,3.0,0,1,0,0.0,100.0,12.214533699644225,721,Auvergne-Rhône-Alpes,open,'15221000,1,33.0,22-70803,1,2022_June,F,15,0.0,210100533,1,2022Q2,Commune
233087,1,4.0,0,1,0,0.0,100.0,10.937667981044848,721,Auvergne-Rhône-Alpes,open,'15812100,1,33.0,22-70803,1,2022_June,F,15,0.0,210100533,1,2022Q2,Commune
233088,1,4.0,0,1,0,0.0,100.0,12.059213865066214,721,Auvergne-Rhône-Alpes,open,'15896000,1,33.0,22-70803,1,2022_June,F,15,0.0,210100533,1,2022Q2,Commune
233109,0,4.0,0,0,0,0.0,30.0,11.512925464970229,722,Auvergne-Rhône-Alpes,open,'39154100,1,21.0,22-79315,0,2022_June,F,39,4.0,200046977,1,2022Q2,Département
236750,0,2.0,0,0,0,0.0,40.0,7.2254814727822945,721,Auvergne-Rhône-Alpes,open,'66512100,0,56.0,22-161416,1,2022_December,S,66,0.0,216900274,1,2022Q4,Commune
236958,1,3.0,0,1,1,60.0,100.0,10.33870561879364,722,Auvergne-Rhône-Alpes,open,'71356100,1,29.0,22-164819,1,2022_December,S,71,0.0,227400017,1,2022Q4,Département
236959,1,1.0,0,1,1,60.0,100.0,9.844851577051172,722,Auvergne-Rhône-Alpes,open,'71356100,1,29.0,22-164819,1,2022_December,S,71,0.0,227400017,1,2022Q4,Département
236960,1,1.0,0,1,1,60.0,100.0,9.457200449907708,722,Auvergne-Rhône-Alpes,open,'71356100,1,29.0,22-164819,1,2022_December,S,71,0.0,227400017,1,2022Q4,Département
236961,1,1.0,0,1,1,60.0,100.0,7.716906135298388,722,Auvergne-Rhône-Alpes,open,'71356100,1,29.0,22-164819,1,2022_December,S,71,0.0,227400017,1,2022Q4,Département
237531,0,1.0,0,0,0,0.0,100.0,11.55214617812351,722,Auvergne-Rhône-Alpes,open,'43250000,0,34.0,22-148501,0,2022_November,F,43,0.0,227400017,1,2022Q4,Département
237782,0,1.0,0,0,0,0.0,80.0,12.528156144699286,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237784,0,2.0,0,0,0,0.0,80.0,12.957488734214095,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237785,0,3.0,0,0,0,0.0,80.0,13.277656261810364,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237786,0,1.0,0,0,0,0.0,80.0,12.337100907936577,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237787,0,1.0,0,0,0,0.0,80.0,12.793859310432293,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237788,0,1.0,0,0,0,0.0,80.0,12.858397831569864,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237789,0,1.0,0,0,0,0.0,80.0,12.371587084007746,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237791,0,1.0,0,0,0,0.0,80.0,12.688498794774466,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237792,0,1.0,0,0,0,0.0,80.0,12.031719258385396,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237795,0,1.0,0,0,0,0.0,80.0,12.889169490236618,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237798,0,1.0,0,0,0,0.0,80.0,12.759957758756611,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237799,0,1.0,0,0,0,0.0,80.0,12.498742259492994,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237801,0,1.0,0,0,0,0.0,80.0,12.65075846679162,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237802,0,1.0,0,0,0,0.0,80.0,12.815838217151068,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237803,0,1.0,0,0,0,0.0,80.0,12.957488734214095,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237804,0,1.0,0,0,0,0.0,80.0,13.003579841414362,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237806,0,1.0,0,0,0,0.0,80.0,12.388394202324129,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237807,0,1.0,0,0,0,0.0,80.0,11.184421397998193,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237808,0,1.0,0,0,0,0.0,80.0,12.354492650648448,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237810,0,3.0,0,0,0,0.0,80.0,12.337100907936577,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237811,0,1.0,0,0,0,0.0,80.0,12.437184366493561,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237817,0,1.0,0,0,0,0.0,80.0,11.877568578558138,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237819,0,1.0,0,0,0,0.0,80.0,12.570715759118084,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237820,0,1.0,0,0,0,0.0,80.0,11.982929094215963,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237821,0,1.0,0,0,0,0.0,80.0,12.84792653170257,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237823,0,1.0,0,0,0,0.0,80.0,12.4529327234617,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237825,0,1.0,0,0,0,0.0,80.0,12.371587084007746,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237826,0,1.0,0,0,0,0.0,80.0,12.404923504275338,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237828,0,1.0,0,0,0,0.0,80.0,12.584509081250419,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237829,0,3.0,0,0,0,0.0,80.0,12.948009990259552,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237832,0,3.0,0,0,0,0.0,80.0,11.589886506106357,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237833,0,2.0,0,0,0,0.0,80.0,12.637855061955712,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237834,0,2.0,0,0,0,0.0,80.0,12.584509081250419,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237835,0,2.0,0,0,0,0.0,80.0,12.65075846679162,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237836,0,2.0,0,0,0,0.0,80.0,12.89921982609012,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237837,0,2.0,0,0,0,0.0,80.0,12.556729517143344,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237839,0,1.0,0,0,0,0.0,80.0,12.771386454580234,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237840,0,2.0,0,0,0,0.0,80.0,12.909170156943286,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237842,0,1.0,0,0,0,0.0,80.0,12.598114733306197,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237844,0,1.0,0,0,0,0.0,80.0,12.404923504275338,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237846,0,2.0,0,0,0,0.0,80.0,12.65075846679162,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237847,0,3.0,0,0,0,0.0,80.0,12.9190224533863,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237848,0,2.0,0,0,0,0.0,80.0,12.404923504275338,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237849,0,1.0,0,0,0,0.0,80.0,12.637855061955712,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237853,0,3.0,0,0,0,0.0,80.0,13.256894270361935,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237854,0,1.0,0,0,0,0.0,80.0,12.84792653170257,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237855,0,1.0,0,0,0,0.0,80.0,12.966878474563934,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237857,0,2.0,0,0,0,0.0,80.0,12.483704382128453,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237858,0,2.0,0,0,0,0.0,80.0,12.584509081250419,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237859,0,2.0,0,0,0,0.0,80.0,12.468436909997665,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237860,0,2.0,0,0,0,0.0,80.0,12.354492650648448,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237861,0,2.0,0,0,0,0.0,80.0,11.982929094215963,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237862,0,2.0,0,0,0,0.0,80.0,12.078239274020289,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237863,0,2.0,0,0,0,0.0,80.0,12.283033686666302,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237864,0,1.0,0,0,0,0.0,80.0,13.228523573232719,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237865,0,2.0,0,0,0,0.0,80.0,12.301382825334498,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237866,0,2.0,0,0,0,0.0,80.0,12.225875272826354,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237867,0,4.0,0,0,0,0.0,80.0,12.078239274020289,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237868,0,1.0,0,0,0,0.0,80.0,12.225875272826354,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237869,0,2.0,0,0,0,0.0,80.0,12.337100907936577,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237870,0,2.0,0,0,0,0.0,80.0,12.676076274775909,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237871,0,2.0,0,0,0,0.0,80.0,12.404923504275338,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237872,0,2.0,0,0,0,0.0,80.0,12.437184366493561,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237873,0,2.0,0,0,0,0.0,80.0,13.030248088496522,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237874,0,1.0,0,0,0,0.0,80.0,12.421184025147118,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237875,0,1.0,0,0,0,0.0,80.0,12.483704382128453,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237876,0,1.0,0,0,0,0.0,80.0,12.736700896592344,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237877,0,2.0,0,0,0,0.0,80.0,12.584509081250419,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237878,0,2.0,0,0,0,0.0,80.0,12.957488734214095,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237879,0,1.0,0,0,0,0.0,80.0,12.283033686666302,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237880,0,2.0,0,0,0,0.0,80.0,12.26434155365415,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
