,green,offers_sme,social_clause,g_clause,g_criterion,g_weight,price_weight,award_price,region,cpv,framework,advertising,id_contract,allotment,month,contract_type,cpv_division,offers_other,authority_siren,participation,quarter,status
2819,0,0.0,0,0,0,0.0,20.0,11.83500896413934,Hauts-de-France,'30234400,0,38.0,22-127539,1,2022_September,F,30,4.0,216200147,0,2022Q3,municipality
2820,0,0.0,0,0,0,0.0,20.0,10.736396675471232,Hauts-de-France,'30234300,0,38.0,22-127539,1,2022_September,F,30,2.0,216200147,0,2022Q3,municipality
2821,0,0.0,0,0,0,0.0,20.0,9.104979856318357,Hauts-de-France,'37524000,0,38.0,22-127539,1,2022_September,F,37,1.0,216200147,0,2022Q3,municipality
2822,0,0.0,0,0,0,0.0,20.0,9.903487552536127,Hauts-de-France,'37532000,0,38.0,22-127539,1,2022_September,F,37,1.0,216200147,0,2022Q3,municipality
2823,0,0.0,0,0,0,0.0,40.0,8.294049640102028,Hauts-de-France,'22114400,0,38.0,22-127539,1,2022_September,F,22,1.0,216200147,0,2022Q3,municipality
2824,0,0.0,0,0,0,0.0,45.0,10.596634733096073,Hauts-de-France,'22200000,0,38.0,22-127539,1,2022_September,F,22,1.0,216200147,0,2022Q3,municipality
2825,1,4.0,1,1,1,30.0,28.57142857142857,11.9818660293627,Hauts-de-France,'45000000,1,31.0,22-4953,0,2022_January,T,45,3.0,256204165,1,2022Q1,specialized
2826,1,4.0,1,1,1,30.0,28.57142857142857,11.975265806085693,Hauts-de-France,'45000000,1,31.0,22-4953,0,2022_January,T,45,3.0,256204165,1,2022Q1,specialized
2827,1,4.0,1,1,1,30.0,28.57142857142857,12.25199579898736,Hauts-de-France,'45000000,1,31.0,22-4953,0,2022_January,T,45,3.0,256204165,1,2022Q1,specialized
2828,1,4.0,1,1,1,30.0,28.57142857142857,12.198522716406234,Hauts-de-France,'45000000,1,31.0,22-4953,0,2022_January,T,45,3.0,256204165,1,2022Q1,specialized
2829,1,4.0,1,1,1,30.0,28.57142857142857,12.233788974761254,Hauts-de-France,'45000000,1,31.0,22-4953,0,2022_January,T,45,3.0,256204165,1,2022Q1,specialized
2830,0,0.0,0,0,0,0.0,40.0,12.008170336769195,Hauts-de-France,'71300000,0,38.0,23-40286,1,2023_March,S,71,2.0,200069029,0,2023Q1,municipal_federation
2831,0,0.0,0,0,0,0.0,40.0,11.93550986488578,Hauts-de-France,'71300000,0,38.0,23-40286,1,2023_March,S,71,2.0,200069029,0,2023Q1,municipal_federation
2832,0,0.0,0,0,0,0.0,40.0,11.122324338510603,Hauts-de-France,'30120000,0,27.0,22-81783,1,2022_June,F,30,3.0,216207654,0,2022Q2,municipality
2833,0,0.0,0,0,0,0.0,40.0,10.899808684315772,Hauts-de-France,'30120000,0,27.0,22-81783,1,2022_June,F,30,2.0,216207654,0,2022Q2,municipality
2834,0,0.0,0,0,0,0.0,40.0,10.126631103850338,Hauts-de-France,'30120000,0,27.0,22-81783,1,2022_June,F,30,2.0,216207654,0,2022Q2,municipality
2835,0,2.0,0,0,0,0.0,40.0,13.304684934198283,Hauts-de-France,'41110000,0,36.0,22-92435,1,2022_July,F,41,0.0,246200141,1,2022Q3,municipal_federation
2836,0,2.0,0,0,0,0.0,40.0,13.592367006650065,Hauts-de-France,'41110000,0,36.0,22-92435,1,2022_July,F,41,0.0,246200141,1,2022Q3,municipal_federation
2837,0,2.0,0,0,0,0.0,40.0,12.206072645530174,Hauts-de-France,'41110000,0,36.0,22-92435,1,2022_July,F,41,0.0,246200141,1,2022Q3,municipal_federation
2838,0,0.0,0,0,0,0.0,60.0,12.802158113246987,Hauts-de-France,'79311000,0,29.0,22-97962,0,2022_July,S,79,1.0,200069029,0,2022Q3,municipal_federation
2839,0,2.0,0,0,0,0.0,60.0,11.127262984158245,Hauts-de-France,'90911300,0,33.0,22-91692,1,2022_July,S,90,0.0,246200141,1,2022Q3,municipal_federation
2840,0,3.0,0,0,0,0.0,60.0,10.373491181781864,Hauts-de-France,'90911300,0,33.0,22-91692,1,2022_July,S,90,0.0,246200141,1,2022Q3,municipal_federation
2841,0,3.0,0,0,0,0.0,60.0,10.23995978915734,Hauts-de-France,'90911300,0,33.0,22-91692,1,2022_July,S,90,0.0,246200141,1,2022Q3,municipal_federation
2842,0,0.0,0,0,0,0.0,40.0,12.899174825077589,Hauts-de-France,'09300000,0,34.0,22-94574,0,2022_July,F,9,2.0,216207654,0,2022Q3,municipality
2843,0,0.0,0,0,0,0.0,25.0,12.206072645530174,Hauts-de-France,'64200000,1,31.0,22-169769,1,2022_December,S,64,3.0,216207654,0,2022Q4,municipality
2844,0,0.0,0,0,0,0.0,40.0,13.122363377404328,Hauts-de-France,'64200000,1,31.0,22-169769,1,2022_December,S,64,3.0,216207654,0,2022Q4,municipality
2845,1,1.0,0,1,0,0.0,50.0,10.989942910933609,Hauts-de-France,'73100000,0,66.0,22-7399,1,2022_February,S,73,2.0,226200012,1,2022Q1,departement
2846,1,1.0,0,1,0,0.0,50.0,10.988254434382185,Hauts-de-France,'73100000,0,66.0,22-7399,1,2022_February,S,73,2.0,226200012,1,2022Q1,departement
2847,0,0.0,0,0,0,0.0,60.0,13.77468856344402,Hauts-de-France,'90460000,1,40.0,22-59838,0,2022_April,S,90,2.0,200069029,0,2022Q2,municipal_federation
2848,0,0.0,0,0,0,0.0,60.0,10.923777874428769,Hauts-de-France,'71630000,0,36.0,22-77765,1,2022_June,S,71,8.0,200069029,0,2022Q2,municipal_federation
2849,0,0.0,0,0,0,0.0,60.0,8.199738960630786,Hauts-de-France,'71630000,0,36.0,22-77765,1,2022_June,S,71,8.0,200069029,0,2022Q2,municipal_federation
2850,0,0.0,0,0,0,0.0,60.0,9.906483061515926,Hauts-de-France,'71630000,0,36.0,22-77765,1,2022_June,S,71,8.0,200069029,0,2022Q2,municipal_federation
2851,0,0.0,0,0,0,0.0,60.0,8.303999970955196,Hauts-de-France,'71630000,0,36.0,22-77765,1,2022_June,S,71,8.0,200069029,0,2022Q2,municipal_federation
2852,0,0.0,0,0,0,0.0,60.0,7.486613313139955,Hauts-de-France,'71630000,0,36.0,22-77765,1,2022_June,S,71,8.0,200069029,0,2022Q2,municipal_federation
2853,0,0.0,0,0,0,0.0,60.0,7.144407180321139,Hauts-de-France,'71630000,0,36.0,22-77765,1,2022_June,S,71,8.0,200069029,0,2022Q2,municipal_federation
2854,0,0.0,0,0,0,0.0,60.0,9.002085433155724,Hauts-de-France,'71630000,0,36.0,22-77765,1,2022_June,S,71,8.0,200069029,0,2022Q2,municipal_federation
2855,0,0.0,0,0,0,0.0,60.0,7.731930721948486,Hauts-de-France,'71630000,0,36.0,22-77765,1,2022_June,S,71,8.0,200069029,0,2022Q2,municipal_federation
2856,0,0.0,0,0,0,0.0,60.0,9.38429367909962,Hauts-de-France,'71630000,0,36.0,22-77765,1,2022_June,S,71,8.0,200069029,0,2022Q2,municipal_federation
2857,0,0.0,0,0,0,0.0,60.0,11.131884640772588,Hauts-de-France,'85111820,1,29.0,22-79607,0,2022_June,S,85,1.0,200069029,0,2022Q2,municipal_federation
2858,0,0.0,0,0,0,0.0,60.0,11.913940687004764,Hauts-de-France,'32323500,0,44.0,23-41103,0,2023_March,F,32,5.0,216208959,0,2023Q1,municipality
2859,0,0.0,0,0,0,0.0,50.0,13.081541382884074,Hauts-de-France,'71000000,1,32.0,23-12656,1,2023_January,S,71,2.0,246200141,0,2023Q1,municipal_federation
2860,0,0.0,0,0,0,0.0,50.0,12.206072645530174,Hauts-de-France,'71000000,1,32.0,23-12656,1,2023_January,S,71,3.0,246200141,0,2023Q1,municipal_federation
2861,0,0.0,0,0,0,0.0,50.0,12.206072645530174,Hauts-de-France,'71000000,1,32.0,23-12656,1,2023_January,S,71,2.0,246200141,0,2023Q1,municipal_federation
2862,0,1.0,0,0,0,0.0,25.0,12.100712129872347,Hauts-de-France,'14500000,0,44.0,23-13241,0,2023_February,F,14,0.0,246200141,1,2023Q1,municipal_federation
2863,0,1.0,0,0,0,0.0,60.0,13.161003248824784,Hauts-de-France,'45232410,0,36.0,22-156089,1,2022_December,T,45,5.0,246200141,1,2022Q4,municipal_federation
2864,0,1.0,0,0,0,0.0,60.0,12.072540681476916,Hauts-de-France,'45316110,0,36.0,22-156089,1,2022_December,T,45,5.0,246200141,1,2022Q4,municipal_federation
2865,0,3.0,0,0,0,0.0,60.0,11.759785542901756,Hauts-de-France,'45112700,0,36.0,22-156089,1,2022_December,T,45,2.0,246200141,1,2022Q4,municipal_federation
2866,0,1.0,0,0,0,0.0,30.0,11.69023447994064,Hauts-de-France,'72212900,0,30.0,22-153212,0,2022_December,S,72,1.0,246200141,1,2022Q4,municipal_federation
2867,0,0.0,0,0,0,0.0,60.0,13.514405465180351,Hauts-de-France,'77310000,1,31.0,23-101395,0,2023_July,S,77,2.0,216200147,0,2023Q3,municipality
2868,1,0.0,1,1,0,0.0,40.0,12.525336957130476,Hauts-de-France,'71000000,1,32.0,23-5961,0,2023_January,S,71,3.0,216207654,0,2023Q1,municipality
2869,0,1.0,1,0,0,0.0,40.0,13.554405500362943,Hauts-de-France,'79311200,0,71.0,22-147173,0,2022_November,S,79,0.0,256204165,1,2022Q4,specialized
2870,0,0.0,0,0,0,0.0,60.0,9.752083098376897,Hauts-de-France,'16000000,0,27.0,23-152607,1,2023_November,F,16,3.0,200069029,0,2023Q4,municipal_federation
2871,0,0.0,0,0,0,0.0,60.0,13.304684934198283,Hauts-de-France,'90714000,1,35.0,22-140069,0,2022_October,S,90,1.0,200069029,0,2022Q4,municipal_federation
2872,0,5.0,0,0,0,0.0,60.0,9.2057297594185,Hauts-de-France,'39294100,1,28.0,22-7259,1,2022_February,F,39,0.0,226200012,1,2022Q1,departement
2873,0,6.0,0,0,0,0.0,60.0,10.06475570013225,Hauts-de-France,'39294100,1,28.0,22-7259,1,2022_February,F,39,0.0,226200012,1,2022Q1,departement
2874,0,1.0,0,0,0,0.0,40.0,12.100712129872347,Hauts-de-France,'90610000,0,35.0,22-156947,1,2022_December,S,90,2.0,200044048,1,2022Q4,municipal_federation
2875,0,1.0,0,0,0,0.0,40.0,12.100712129872347,Hauts-de-France,'90610000,0,35.0,22-156947,1,2022_December,S,90,2.0,200044048,1,2022Q4,municipal_federation
2876,0,3.0,0,0,0,0.0,100.0,12.89921982609012,Hauts-de-France,'90910000,0,37.0,22-162123,0,2022_December,S,90,0.0,256202722,1,2022Q4,specialized
2877,0,2.0,0,0,0,0.0,40.0,11.94438380291398,Hauts-de-France,'66516000,0,30.0,22-166253,1,2022_December,S,66,0.0,216204271,1,2022Q4,municipality
2878,0,1.0,0,0,0,0.0,40.0,9.207411085803606,Hauts-de-France,'66510000,0,30.0,22-166253,1,2022_December,S,66,0.0,216204271,1,2022Q4,municipality
2879,0,1.0,0,0,0,0.0,40.0,12.871382436367512,Hauts-de-France,'66514110,0,30.0,22-166253,1,2022_December,S,66,0.0,216204271,1,2022Q4,municipality
2880,0,2.0,0,0,0,0.0,40.0,10.213439793633636,Hauts-de-France,'66510000,0,30.0,22-166253,1,2022_December,S,66,0.0,216204271,1,2022Q4,municipality
2881,0,1.0,0,0,0,0.0,30.0,9.971124705451812,Hauts-de-France,'32353000,1,28.0,22-158927,1,2022_December,F,32,1.0,226200012,1,2022Q4,departement
2882,0,1.0,0,0,0,0.0,30.0,10.287193640859725,Hauts-de-France,'32353000,1,28.0,22-158927,1,2022_December,F,32,1.0,226200012,1,2022Q4,departement
2883,0,2.0,0,0,0,0.0,30.0,10.269090968774703,Hauts-de-France,'32353000,1,28.0,22-158927,1,2022_December,F,32,1.0,226200012,1,2022Q4,departement
2884,0,1.0,0,0,0,0.0,30.0,8.329899292995725,Hauts-de-France,'32353000,1,28.0,22-158927,1,2022_December,F,32,1.0,226200012,1,2022Q4,departement
2885,0,1.0,0,0,0,0.0,30.0,9.171678542618254,Hauts-de-France,'32353000,1,28.0,22-158927,1,2022_December,F,32,0.0,226200012,1,2022Q4,departement
2886,0,2.0,0,0,0,0.0,30.0,6.890253003845995,Hauts-de-France,'32353000,1,28.0,22-158927,1,2022_December,F,32,1.0,226200012,1,2022Q4,departement
2887,0,1.0,0,0,0,0.0,40.0,13.122363377404328,Hauts-de-France,'72212517,1,35.0,22-167722,0,2022_December,S,72,0.0,226200012,1,2022Q4,departement
2888,0,1.0,0,0,0,0.0,50.0,12.429216196844385,Ile-de-France,'16000000,1,41.0,22-141334,1,2022_October,F,16,0.0,180007015,1,2022Q4,state
2889,0,1.0,0,0,0,0.0,50.0,12.206072645530174,Ile-de-France,'16000000,1,41.0,22-141334,1,2022_October,F,16,0.0,180007015,1,2022Q4,state
2890,0,4.0,0,0,0,0.0,50.0,11.918390573078392,Ile-de-France,'16000000,1,41.0,22-141334,1,2022_October,F,16,0.0,180007015,1,2022Q4,state
2891,0,1.0,0,0,0,0.0,50.0,11.407564949312402,Ile-de-France,'16000000,1,41.0,22-141334,1,2022_October,F,16,0.0,180007015,1,2022Q4,state
2892,0,0.0,0,0,0,0.0,60.0,9.581559041355757,Hauts-de-France,'45262660,0,31.0,23-94225,1,2023_July,T,45,8.0,200069029,0,2023Q3,municipal_federation
2893,0,0.0,0,0,0,0.0,60.0,12.823083644663663,Hauts-de-France,'45223220,0,31.0,23-94225,1,2023_July,T,45,1.0,200069029,0,2023Q3,municipal_federation
2894,0,0.0,0,0,0,0.0,60.0,11.880924053760378,Hauts-de-France,'45261100,0,31.0,23-94225,1,2023_July,T,45,1.0,200069029,0,2023Q3,municipal_federation
2895,0,0.0,0,0,0,0.0,60.0,13.733534482539184,Hauts-de-France,'45261420,0,31.0,23-94225,1,2023_July,T,45,2.0,200069029,0,2023Q3,municipal_federation
2896,0,0.0,0,0,0,0.0,60.0,12.9190224533863,Hauts-de-France,'45262650,0,31.0,23-94225,1,2023_July,T,45,1.0,200069029,0,2023Q3,municipal_federation
2897,0,0.0,0,0,0,0.0,60.0,14.010732709761127,Hauts-de-France,'45421000,0,31.0,23-94225,1,2023_July,T,45,1.0,200069029,0,2023Q3,municipal_federation
2898,0,0.0,0,0,0,0.0,60.0,13.005991345813342,Hauts-de-France,'45410000,0,31.0,23-94225,1,2023_July,T,45,1.0,200069029,0,2023Q3,municipal_federation
2899,0,0.0,0,0,0,0.0,60.0,12.722506513653716,Hauts-de-France,'45315000,0,31.0,23-94225,1,2023_July,T,45,1.0,200069029,0,2023Q3,municipal_federation
2900,0,0.0,0,0,0,0.0,60.0,11.141861783579396,Hauts-de-France,'45331000,0,31.0,23-94225,1,2023_July,T,45,1.0,200069029,0,2023Q3,municipal_federation
2901,0,0.0,0,0,0,0.0,60.0,12.872164612254087,Hauts-de-France,'45261420,0,31.0,23-94225,1,2023_July,T,45,1.0,200069029,0,2023Q3,municipal_federation
2902,0,0.0,0,0,0,0.0,60.0,10.221577581159291,Hauts-de-France,'45262310,0,31.0,23-94225,1,2023_July,T,45,1.0,200069029,0,2023Q3,municipal_federation
2903,0,2.0,0,0,0,0.0,40.0,12.087401715812495,Hauts-de-France,'32321200,0,31.0,23-11334,0,2023_January,F,32,0.0,130023740,1,2023Q1,state
2904,1,3.0,0,1,0,0.0,60.0,13.304684934198283,Hauts-de-France,'79820000,1,37.0,23-103832,1,2023_August,S,79,0.0,246200141,1,2023Q3,municipal_federation
2905,1,3.0,0,1,0,0.0,60.0,11.289781913656018,Hauts-de-France,'79820000,1,37.0,23-103832,1,2023_August,S,79,0.0,246200141,1,2023Q3,municipal_federation
2906,0,0.0,0,0,0,0.0,15.0,13.468785944878707,Hauts-de-France,'66133000,0,46.0,23-1436,0,2023_January,S,66,2.0,216208959,0,2023Q1,municipality
2907,0,2.0,0,0,0,0.0,60.0,13.232114241363448,Hauts-de-France,'90500000,0,32.0,23-124582,1,2023_September,S,90,0.0,256203910,1,2023Q3,specialized
2908,0,1.0,0,0,0,0.0,60.0,13.114331205707064,Hauts-de-France,'90500000,0,32.0,23-124582,1,2023_September,S,90,0.0,256203910,1,2023Q3,specialized
2909,0,1.0,0,0,0,0.0,60.0,13.116345305078768,Hauts-de-France,'90500000,0,32.0,23-124582,1,2023_September,S,90,0.0,256203910,1,2023Q3,specialized
2910,0,0.0,0,0,0,0.0,45.0,12.102959602412827,Hauts-de-France,'66515000,0,52.0,23-2882,1,2023_January,S,66,2.0,216207654,0,2023Q1,municipality
2911,0,0.0,0,0,0,0.0,45.0,9.870447698457928,Hauts-de-France,'66516000,0,52.0,23-2882,1,2023_January,S,66,2.0,216207654,0,2023Q1,municipality
2912,0,0.0,0,0,0,0.0,45.0,11.265040862392514,Hauts-de-France,'66514110,0,52.0,23-2882,1,2023_January,S,66,3.0,216207654,0,2023Q1,municipality
2913,0,0.0,0,0,0,0.0,45.0,8.613956859848546,Hauts-de-France,'66510000,0,52.0,23-2882,1,2023_January,S,66,4.0,216207654,0,2023Q1,municipality
2914,0,0.0,0,0,0,0.0,45.0,7.770645234129176,Hauts-de-France,'66510000,0,52.0,23-2882,1,2023_January,S,66,1.0,216207654,0,2023Q1,municipality
2915,0,0.0,0,0,0,0.0,40.0,13.361789642892433,Hauts-de-France,'66512000,0,52.0,23-2882,1,2023_January,S,66,4.0,216207654,0,2023Q1,municipality
2916,1,1.0,0,0,1,10.0,66.66666666666666,11.319687257786734,Hauts-de-France,'34351100,1,33.0,23-136603,1,2023_October,F,34,2.0,226200012,1,2023Q4,departement
2917,1,0.0,0,0,1,10.0,66.66666666666666,11.42500552991214,Hauts-de-France,'34352100,1,33.0,23-136603,1,2023_October,F,34,2.0,226200012,0,2023Q4,departement
2918,1,0.0,0,0,1,10.0,66.66666666666666,8.884928740714336,Hauts-de-France,'34351100,1,33.0,23-136603,1,2023_October,F,34,1.0,226200012,0,2023Q4,departement
2919,1,0.0,0,0,1,10.0,66.66666666666666,10.621461970770422,Hauts-de-France,'34352100,1,33.0,23-136603,1,2023_October,F,34,1.0,226200012,0,2023Q4,departement
2920,0,0.0,0,0,0,0.0,40.0,12.619651415348535,Hauts-de-France,'71000000,1,32.0,23-17784,0,2023_February,S,71,3.0,216207654,0,2023Q1,municipality
2921,1,3.0,1,1,0,0.0,60.0,15.052952223869031,Hauts-de-France,'45233142,0,40.0,23-55789,1,2023_April,T,45,0.0,216206433,1,2023Q2,municipality
2922,1,2.0,1,1,0,0.0,60.0,13.139788278187153,Hauts-de-France,'45315600,0,40.0,23-55789,1,2023_April,T,45,0.0,216206433,1,2023Q2,municipality
2923,1,1.0,1,1,0,0.0,60.0,10.441266645862376,Hauts-de-France,'44162500,0,40.0,23-55789,1,2023_April,F,44,0.0,216206433,1,2023Q2,municipality
2924,1,4.0,1,1,0,0.0,60.0,12.36398491313556,Hauts-de-France,'45112700,0,40.0,23-55789,1,2023_April,T,45,0.0,216206433,1,2023Q2,municipality
2925,0,1.0,0,0,0,0.0,40.0,12.660020124412496,Hauts-de-France,'45233141,0,25.0,23-12059,0,2023_January,T,45,1.0,216208637,1,2023Q1,municipality
2926,1,0.0,0,1,1,5.0,52.63157894736842,14.22097566607244,Hauts-de-France,'44613800,0,29.0,23-755,0,2023_January,F,44,2.0,200069029,0,2023Q1,municipal_federation
2927,0,0.0,0,0,0,0.0,40.0,14.88983015406334,Hauts-de-France,'50413200,1,34.0,23-1972,0,2023_January,S,50,3.0,216207654,0,2023Q1,municipality
2928,0,0.0,0,0,0,0.0,40.0,11.918390573078392,Hauts-de-France,'71335000,1,31.0,23-7504,1,2023_January,S,71,6.0,200069029,0,2023Q1,municipal_federation
2929,0,0.0,0,0,0,0.0,40.0,11.512925464970229,Hauts-de-France,'71335000,1,31.0,23-7504,1,2023_January,S,71,3.0,200069029,0,2023Q1,municipal_federation
2930,0,0.0,0,0,0,0.0,40.0,11.512925464970229,Hauts-de-France,'71335000,1,31.0,23-7504,1,2023_January,S,71,1.0,200069029,0,2023Q1,municipal_federation
2931,0,0.0,0,0,0,0.0,30.0,12.89921982609012,Hauts-de-France,'71335000,1,51.0,23-29171,1,2023_March,S,71,1.0,246200141,0,2023Q1,municipal_federation
2932,0,0.0,0,0,0,0.0,50.0,12.169823512855052,Hauts-de-France,'90610000,0,35.0,23-30634,1,2023_March,S,90,2.0,216208959,0,2023Q1,municipality
2933,0,0.0,0,0,0,0.0,50.0,11.311518943298806,Hauts-de-France,'44613700,0,35.0,23-30634,1,2023_March,F,44,3.0,216208959,0,2023Q1,municipality
2934,0,1.0,0,0,0,0.0,80.0,12.676076274775909,Hauts-de-France,'24911200,0,31.0,23-49711,0,2023_April,F,24,1.0,246200141,1,2023Q2,municipal_federation
2935,0,1.0,0,0,0,0.0,80.0,11.002099841204238,Hauts-de-France,'34224200,1,31.0,23-43926,1,2023_April,F,34,0.0,226200012,1,2023Q2,departement
2936,0,3.0,0,0,0,0.0,40.0,10.596634733096073,Hauts-de-France,'55520000,1,33.0,23-98146,1,2023_July,S,55,0.0,216204271,1,2023Q3,municipality
2937,0,2.0,0,0,0,0.0,70.0,12.89921982609012,Hauts-de-France,'79713000,1,31.0,23-118886,0,2023_August,S,79,0.0,246200141,1,2023Q3,municipal_federation
2938,0,0.0,0,0,0,0.0,25.0,12.154779351142624,Hauts-de-France,'15894200,0,30.0,23-119841,0,2023_August,F,15,2.0,266209527,0,2023Q3,specialized
2939,0,0.0,0,0,0,0.0,60.0,12.12268016696683,Hauts-de-France,'71351914,0,29.0,23-113325,0,2023_August,S,71,3.0,246200844,0,2023Q3,municipal_federation
2940,1,2.0,0,1,1,10.0,55.55555555555556,11.225243392518449,Hauts-de-France,'39121200,0,30.0,23-117649,1,2023_August,F,39,0.0,216204271,1,2023Q3,municipality
2941,1,2.0,0,1,1,10.0,55.55555555555556,11.407564949312402,Hauts-de-France,'39112000,0,30.0,23-117649,1,2023_August,F,39,0.0,216204271,1,2023Q3,municipality
2942,1,2.0,0,1,1,10.0,55.55555555555556,9.95227771670556,Hauts-de-France,'42415200,0,30.0,23-117649,1,2023_August,F,42,0.0,216204271,1,2023Q3,municipality
2943,1,2.0,0,1,1,10.0,55.55555555555556,9.392661928770137,Hauts-de-France,'42964000,0,30.0,23-117649,1,2023_August,F,42,0.0,216204271,1,2023Q3,municipality
2944,1,3.0,0,1,1,10.0,55.55555555555556,9.615805480084347,Hauts-de-France,'34928300,0,30.0,23-117649,1,2023_August,F,34,0.0,216204271,1,2023Q3,municipality
2945,1,2.0,0,1,1,10.0,55.55555555555556,9.615805480084347,Hauts-de-France,'35821000,0,30.0,23-117649,1,2023_August,F,35,0.0,216204271,1,2023Q3,municipality
2946,1,1.0,0,1,1,10.0,55.55555555555556,9.615805480084347,Hauts-de-France,'44233000,0,30.0,23-117649,1,2023_August,F,44,0.0,216204271,1,2023Q3,municipality
2947,1,2.0,0,1,1,10.0,55.55555555555556,11.225243392518449,Hauts-de-France,'42964000,0,30.0,23-117649,1,2023_August,F,42,0.0,216204271,1,2023Q3,municipality
2948,0,1.0,0,0,0,0.0,100.0,12.11828460337786,Hauts-de-France,'15910000,1,37.0,23-151869,0,2023_October,F,15,0.0,784000085,1,2023Q4,specialized
2949,0,0.0,0,0,0,0.0,60.0,10.37249068144828,Hauts-de-France,'50324200,0,31.0,22-70817,1,2022_May,S,50,10.0,200069029,0,2022Q2,municipal_federation
2950,0,0.0,0,0,0,0.0,60.0,12.377986058357196,Hauts-de-France,'50324200,0,31.0,22-70817,1,2022_May,S,50,10.0,200069029,0,2022Q2,municipal_federation
2951,0,0.0,0,0,0,0.0,60.0,10.29620508782179,Hauts-de-France,'50324200,0,31.0,22-70817,1,2022_May,S,50,10.0,200069029,0,2022Q2,municipal_federation
2952,0,0.0,0,0,0,0.0,60.0,9.25339986143663,Hauts-de-France,'50324200,0,31.0,22-70817,1,2022_May,S,50,10.0,200069029,0,2022Q2,municipal_federation
2953,0,0.0,0,0,0,0.0,60.0,10.795485591841238,Hauts-de-France,'50324200,0,31.0,22-70817,1,2022_May,S,50,10.0,200069029,0,2022Q2,municipal_federation
2954,0,0.0,0,0,0,0.0,60.0,10.492939496757309,Hauts-de-France,'50324200,0,31.0,22-70817,1,2022_May,S,50,10.0,200069029,0,2022Q2,municipal_federation
2955,0,0.0,0,0,0,0.0,60.0,12.592354934221564,Hauts-de-France,'50324200,0,31.0,22-70817,1,2022_May,S,50,10.0,200069029,0,2022Q2,municipal_federation
2956,0,0.0,0,0,0,0.0,60.0,9.25339986143663,Hauts-de-France,'50324200,0,31.0,22-70817,1,2022_May,S,50,10.0,200069029,0,2022Q2,municipal_federation
2957,0,0.0,0,0,0,0.0,60.0,11.509680204805198,Hauts-de-France,'50324200,0,31.0,22-70817,1,2022_May,S,50,10.0,200069029,0,2022Q2,municipal_federation
2958,0,0.0,0,0,0,0.0,60.0,12.33741664755926,Hauts-de-France,'50324200,0,31.0,22-70817,1,2022_May,S,50,10.0,200069029,0,2022Q2,municipal_federation
2959,0,0.0,0,0,0,0.0,60.0,10.043944905231385,Hauts-de-France,'71630000,0,39.0,22-147996,1,2022_November,S,71,4.0,200069029,0,2022Q4,municipal_federation
2960,0,0.0,0,0,0,0.0,60.0,10.116701972772454,Hauts-de-France,'71630000,0,39.0,22-147996,1,2022_November,S,71,4.0,200069029,0,2022Q4,municipal_federation
2961,0,2.0,0,0,0,0.0,100.0,10.670276150001248,Hauts-de-France,'77310000,0,34.0,22-72020,1,2022_May,S,77,0.0,216207712,1,2022Q2,municipality
2962,0,4.0,0,0,0,0.0,100.0,9.853180087848232,Hauts-de-France,'77340000,0,34.0,22-72020,1,2022_May,S,77,0.0,216207712,1,2022Q2,municipality
2963,1,0.0,0,1,1,20.0,37.5,11.18963721638188,Hauts-de-France,'15894700,0,29.0,22-74974,0,2022_June,F,15,1.0,226200012,0,2022Q2,departement
2964,0,2.0,0,0,0,0.0,60.0,12.89921982609012,Ile-de-France,'79800000,0,33.0,22-105235,1,2022_July,S,79,0.0,219105897,1,2022Q3,municipality
2965,0,5.0,0,0,0,0.0,60.0,12.100712129872347,Ile-de-France,'64121100,0,33.0,22-105235,1,2022_July,S,64,0.0,219105897,1,2022Q3,municipality
2966,0,5.0,0,0,0,0.0,40.0,16.213405830762646,Ile-de-France,'55521200,1,41.0,22-132195,0,2022_October,S,55,0.0,219105897,1,2022Q4,municipality
2967,1,1.0,0,0,1,5.0,52.63157894736842,12.542544882151386,Ile-de-France,'50000000,1,31.0,22-89077,1,2022_June,S,50,0.0,200077832,1,2022Q2,specialized
2968,1,1.0,0,0,1,10.0,55.55555555555556,15.123843377614453,Ile-de-France,'18937000,1,34.0,22-168677,0,2022_December,F,18,0.0,200062321,1,2022Q4,specialized
2969,0,4.0,0,0,0,0.0,40.0,13.68985662792732,Ile-de-France,'55523100,0,33.0,23-7525,0,2023_January,S,55,0.0,219103330,1,2023Q1,municipality
2970,1,6.0,0,1,0,0.0,50.0,12.89921982609012,Ile-de-France,'39830000,1,40.0,23-37801,1,2023_March,F,39,0.0,219105210,1,2023Q1,municipality
2971,1,4.0,0,1,0,0.0,60.0,12.89921982609012,Ile-de-France,'39224300,1,40.0,23-37801,1,2023_March,F,39,0.0,219105210,1,2023Q1,municipality
2972,1,4.0,0,1,0,0.0,60.0,12.89921982609012,Ile-de-France,'33760000,1,40.0,23-37801,1,2023_March,F,33,0.0,219105210,1,2023Q1,municipality
2973,0,3.0,0,0,0,0.0,50.0,13.304684934198283,Ile-de-France,'31500000,1,33.0,23-37803,1,2023_March,F,31,0.0,219105210,1,2023Q1,municipality
2974,0,5.0,0,0,0,0.0,50.0,13.304684934198283,Ile-de-France,'44115210,1,33.0,23-37803,1,2023_March,F,44,0.0,219105210,1,2023Q1,municipality
2975,0,4.0,0,0,0,0.0,50.0,13.304684934198283,Ile-de-France,'44316000,1,33.0,23-37803,1,2023_March,F,44,0.0,219105210,1,2023Q1,municipality
