,green,offers_sme,social_clause,g_clause,g_criterion,g_weight,price_weight,award_price,region,cpv,framework,advertising,id_contract,allotment,month,contract_type,cpv_division,offers_other,authority_siren,participation,quarter,status
164,1,1.0,1,1,0,0.0,40.0,12.515393893085436,Ile-de-France,'72212000,1,31.0,23-150927,0,2023_October,S,72,0.0,120001037,1,2023Q4,state
165,0,5.0,0,0,0,0.0,45.0,11.289781913656018,Provence-Alpes-Côte d’Azur,'79310000,1,30.0,23-110638,1,2023_August,S,79,0.0,180006025,1,2023Q3,state
166,0,7.0,0,0,0,0.0,45.0,12.388394202324127,Provence-Alpes-Côte d’Azur,'79300000,1,30.0,23-110638,1,2023_August,S,79,0.0,180006025,1,2023Q3,state
167,0,7.0,0,0,0,0.0,45.0,12.89921982609012,Provence-Alpes-Côte d’Azur,'79300000,1,30.0,23-110638,1,2023_August,S,79,0.0,180006025,1,2023Q3,state
168,0,1.0,0,0,0,0.0,60.0,14.866075961162888,Ile-de-France,'45215120,0,32.0,22-116658,0,2022_August,T,45,0.0,267500452,1,2022Q3,specialized
169,0,3.0,0,0,0,0.0,50.0,11.952057430548876,Centre-Val de Loire,'71200000,0,33.0,23-105883,0,2023_August,S,71,0.0,393448881,1,2023Q3,state
170,0,4.0,0,0,0,0.0,40.0,12.168568058988898,Ile-de-France,'45451100,1,30.0,23-112009,0,2023_August,T,45,0.0,110000023,1,2023Q3,state
171,1,2.0,0,1,0,0.0,30.0,11.275682989276516,Ile-de-France,'79419000,0,32.0,22-116976,0,2022_September,S,79,2.0,130008014,1,2022Q3,state
172,0,1.0,0,0,0,0.0,40.0,12.020796728909785,Ile-de-France,'38522000,0,32.0,22-143253,0,2022_October,F,38,1.0,180036048,1,2022Q4,state
173,0,0.0,0,0,0,0.0,10.0,11.225243392518449,Ile-de-France,'66515200,0,33.0,22-117280,1,2022_September,S,66,1.0,267500007,0,2022Q3,specialized
174,0,0.0,0,0,0,0.0,10.0,11.156250521031495,Ile-de-France,'66515200,0,33.0,22-117280,1,2022_September,S,66,1.0,267500007,0,2022Q3,specialized
175,0,0.0,0,0,0,0.0,10.0,11.225243392518449,Ile-de-France,'66515200,0,33.0,22-117280,1,2022_September,S,66,1.0,267500007,0,2022Q3,specialized
176,0,1.0,0,0,0,0.0,40.0,13.363272973784332,Ile-de-France,'30230000,1,31.0,22-118621,0,2022_September,F,30,0.0,110000023,1,2022Q3,state
177,1,0.0,0,1,0,0.0,50.0,16.050931144136406,Ile-de-France,'50720000,0,40.0,23-95169,0,2023_August,S,50,1.0,219300787,0,2023Q3,municipality
178,1,3.0,0,0,1,5.0,36.84210526315789,13.494814815415348,Provence-Alpes-Côte d’Azur,'79952000,1,29.0,22-149475,0,2022_November,S,79,0.0,180006025,1,2022Q4,state
179,0,2.0,0,0,0,0.0,30.0,13.122363377404328,Ile-de-France,'79340000,1,46.0,22-147029,0,2022_November,S,79,3.0,776056467,1,2022Q4,state
180,0,2.0,0,0,0,0.0,60.0,11.40311059896302,Ile-de-France,'71300000,1,40.0,22-147123,1,2022_November,S,71,0.0,180034027,1,2022Q4,state
181,0,2.0,0,0,0,0.0,60.0,11.09331072125762,Ile-de-France,'71300000,1,40.0,22-147123,1,2022_November,S,71,0.0,180034027,1,2022Q4,state
182,0,4.0,0,0,0,0.0,60.0,11.498826540590729,Ile-de-France,'71300000,1,40.0,22-147123,1,2022_November,S,71,0.0,180034027,1,2022Q4,state
183,0,1.0,0,0,0,0.0,75.0,13.940149151601634,Ile-de-France,'48000000,0,30.0,22-93109,0,2022_July,S,48,0.0,110070018,1,2022Q3,state
184,0,3.0,0,0,0,0.0,30.0,13.42984807715229,Ile-de-France,'72000000,1,50.0,22-149945,0,2022_November,S,72,1.0,180070047,1,2022Q4,state
185,0,4.0,0,0,0,0.0,40.0,12.429216196844385,Ile-de-France,'72000000,1,43.0,22-149907,0,2022_November,S,72,2.0,180070047,1,2022Q4,state
186,0,2.0,0,0,0,0.0,30.0,13.412446066069847,Ile-de-France,'92225100,1,33.0,23-78204,1,2023_June,S,92,0.0,110000023,1,2023Q2,state
187,0,4.0,0,0,0,0.0,20.0,11.401792766717712,Ile-de-France,'72212314,1,33.0,23-78204,1,2023_June,S,72,0.0,110000023,1,2023Q2,state
188,0,3.0,0,0,0,0.0,30.0,15.60727002719233,Ile-de-France,'72267100,1,43.0,23-80915,0,2023_June,S,72,4.0,110043015,1,2023Q2,state
189,1,3.0,0,1,1,10.0,55.55555555555556,12.462008600309206,Ile-de-France,'39710000,1,30.0,22-160164,1,2022_December,F,39,0.0,267500452,1,2022Q4,specialized
190,0,1.0,0,0,0,0.0,55.00000000000001,14.22097566607244,Ile-de-France,'45430000,1,38.0,22-162139,0,2022_December,T,45,1.0,267500007,1,2022Q4,specialized
191,0,1.0,0,0,0,0.0,40.0,14.22097566607244,Ile-de-France,'70130000,1,30.0,23-100098,0,2023_July,S,70,1.0,197517196,1,2023Q3,state
192,0,1.0,0,0,0,0.0,40.0,14.22097566607244,Ile-de-France,'70130000,1,30.0,23-100098,0,2023_July,S,70,1.0,197517196,1,2023Q3,state
193,0,5.0,0,0,0,0.0,40.0,11.77555892397085,Ile-de-France,'71241000,1,29.0,22-83595,0,2022_June,S,71,0.0,180036048,1,2022Q2,state
194,0,8.0,0,0,0,0.0,30.0,13.536425941246629,Ile-de-France,'50700000,0,32.0,22-23455,0,2022_February,S,50,0.0,197534282,1,2022Q1,state
195,0,8.0,0,0,0,0.0,20.0,14.403297222866392,Ile-de-France,'72421000,0,29.0,22-53150,0,2022_April,S,72,0.0,180090060,1,2022Q2,specialized
196,0,3.0,0,0,0,0.0,40.0,12.388394202324127,Ile-de-France,'72267000,1,30.0,22-61655,0,2022_May,S,72,0.0,180043093,1,2022Q2,state
197,0,3.0,0,0,0,0.0,30.0,13.122363377404328,Hauts-de-France,'72224000,1,42.0,23-31563,0,2023_March,S,72,2.0,130017791,1,2023Q1,state
198,0,1.0,0,0,0,0.0,40.0,12.15819456528571,Ile-de-France,'79900000,1,44.0,22-74729,0,2022_May,S,79,0.0,440546018,1,2022Q2,state
199,1,3.0,0,1,1,10.0,50.0,12.676076274775909,Ile-de-France,'35261000,1,32.0,22-79968,0,2022_June,F,35,0.0,120001037,1,2022Q2,state
200,1,1.0,0,1,0,0.0,60.0,13.997832114758229,Ile-de-France,'09310000,1,34.0,22-81146,1,2022_June,F,9,0.0,217805514,1,2022Q2,municipality
201,1,1.0,0,1,0,0.0,60.0,12.676076274775909,Ile-de-France,'44162500,1,34.0,22-81146,1,2022_June,F,44,0.0,217805514,1,2022Q2,municipality
202,0,2.0,0,0,0,0.0,40.0,12.073351838578017,Ile-de-France,'66516000,0,31.0,23-133594,1,2023_September,S,66,0.0,180092058,1,2023Q3,state
203,0,2.0,0,0,0,0.0,40.0,10.41219673822625,Ile-de-France,'66510000,0,31.0,23-133594,1,2023_September,S,66,0.0,180092058,1,2023Q3,state
204,1,4.0,0,1,0,0.0,30.0,10.596634733096073,Ile-de-France,'79530000,1,34.0,23-139876,1,2023_October,S,79,2.0,197517188,1,2023Q4,state
205,1,5.0,0,1,0,0.0,50.0,10.596634733096073,Ile-de-France,'79530000,1,34.0,23-139876,1,2023_October,S,79,2.0,197517188,1,2023Q4,state
206,1,6.0,0,1,0,0.0,35.0,11.918390573078392,Ile-de-France,'79530000,1,34.0,23-139876,1,2023_October,S,79,1.0,197517188,1,2023Q4,state
207,1,5.0,0,1,0,0.0,35.0,10.596634733096073,Ile-de-France,'79530000,1,34.0,23-139876,1,2023_October,S,79,2.0,197517188,1,2023Q4,state
208,0,1.0,0,0,0,0.0,30.0,14.06954142671105,Ile-de-France,'42511000,0,40.0,22-127387,1,2022_September,F,42,0.0,197534597,1,2022Q3,state
209,0,1.0,0,0,0,0.0,30.0,11.809319478024031,Ile-de-France,'42123000,0,40.0,22-127387,1,2022_September,F,42,0.0,197534597,1,2022Q3,state
210,0,1.0,0,0,0,0.0,35.0,12.062340833640125,Ile-de-France,'44611400,0,40.0,22-127387,1,2022_September,F,44,0.0,197534597,1,2022Q3,state
211,0,1.0,0,0,0,0.0,35.0,10.42913873262068,Ile-de-France,'39341000,0,40.0,22-127387,1,2022_September,F,39,0.0,197534597,1,2022Q3,state
212,1,1.0,0,1,1,5.0,42.10526315789473,12.146651674035969,Ile-de-France,'30163000,1,29.0,22-64847,0,2022_May,F,30,2.0,187500020,1,2022Q2,state
213,0,0.0,0,0,0,0.0,30.0,12.89921982609012,Ile-de-France,'79200000,1,34.0,22-66583,0,2022_May,S,79,1.0,130002504,0,2022Q2,state
214,0,7.0,1,0,0,0.0,40.0,14.365438426327962,Ile-de-France,'72500000,1,33.0,23-88636,0,2023_June,S,72,0.0,180034027,1,2023Q2,state
215,1,3.0,1,1,0,0.0,40.0,11.886968703070051,Ile-de-France,'39154100,1,23.0,22-93676,0,2022_July,F,39,3.0,110070018,1,2022Q3,state
216,0,4.0,0,0,0,0.0,40.0,12.676076274775909,Ile-de-France,'72267100,1,51.0,23-124218,0,2023_September,S,72,0.0,180007015,1,2023Q3,state
217,0,3.0,0,0,0,0.0,60.0,13.710150042306449,Ile-de-France,'79520000,1,32.0,22-58671,0,2022_April,S,79,0.0,180092264,1,2022Q2,state
218,0,1.0,0,0,0,0.0,80.0,12.89921982609012,Ile-de-France,'48900000,1,31.0,22-59061,0,2022_April,S,48,1.0,180092264,1,2022Q2,state
219,0,2.0,0,0,0,0.0,30.0,14.844465468695631,Ile-de-France,'72312200,1,30.0,23-159827,0,2023_November,S,72,0.0,110043015,1,2023Q4,state
220,1,2.0,0,0,1,10.0,38.88888888888889,11.036034170120518,Ile-de-France,'18000000,1,43.0,22-88198,1,2022_June,F,18,0.0,110000023,1,2022Q2,state
221,1,4.0,0,0,1,10.0,33.33333333333333,11.565498939577298,Ile-de-France,'18000000,1,43.0,22-88198,1,2022_June,F,18,0.0,110000023,1,2022Q2,state
222,1,7.0,0,0,1,10.0,33.33333333333333,10.613000087182336,Ile-de-France,'18000000,1,43.0,22-88198,1,2022_June,F,18,0.0,110000023,1,2022Q2,state
223,0,2.0,0,0,0,0.0,40.0,11.982929094215963,Ile-de-France,'79980000,1,32.0,22-169485,1,2022_December,S,79,2.0,219102860,1,2022Q4,municipality
224,0,2.0,0,0,0,0.0,40.0,11.002099841204238,Ile-de-France,'79980000,1,32.0,22-169485,1,2022_December,S,79,2.0,219102860,1,2022Q4,municipality
225,0,2.0,0,0,0,0.0,40.0,10.23995978915734,Ile-de-France,'79980000,1,32.0,22-169485,1,2022_December,S,79,2.0,219102860,1,2022Q4,municipality
226,1,2.0,1,1,0,0.0,100.0,11.513725145140793,Ile-de-France,'64216200,0,43.0,22-171383,1,2022_December,S,64,2.0,180089013,1,2022Q4,state
227,1,0.0,1,1,0,0.0,100.0,11.136922067011684,Ile-de-France,'64216200,0,43.0,22-171383,1,2022_December,S,64,2.0,180089013,0,2022Q4,state
228,0,1.0,0,0,0,0.0,30.0,12.944343754011548,Ile-de-France,'71240000,0,64.0,23-178035,0,2023_December,S,71,1.0,200010692,1,2023Q4,specialized
229,1,3.0,0,0,1,10.0,44.44444444444444,11.103151085273966,Ile-de-France,'98312000,1,36.0,22-63973,0,2022_May,S,98,0.0,110000023,1,2022Q2,state
230,1,6.0,0,0,1,10.0,33.33333333333333,13.081541382884074,Ile-de-France,'39700000,0,33.0,22-110016,1,2022_August,F,39,2.0,219200409,1,2022Q3,municipality
231,1,1.0,0,0,1,10.0,33.33333333333333,13.304684934198283,Ile-de-France,'39700000,0,33.0,22-110016,1,2022_August,F,39,1.0,219200409,1,2022Q3,municipality
232,0,1.0,0,0,0,0.0,40.0,9.741556685389908,Auvergne-Rhône-Alpes,'72267100,1,53.0,22-136399,1,2022_October,S,72,0.0,257705384,1,2022Q4,specialized
233,0,1.0,0,0,0,0.0,40.0,10.434703865949851,Auvergne-Rhône-Alpes,'72267100,1,53.0,22-136399,1,2022_October,S,72,0.0,257705384,1,2022Q4,specialized
234,0,2.0,0,0,0,0.0,25.0,11.289781913656018,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
235,0,3.0,0,0,0,0.0,25.0,11.002099841204238,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
236,0,2.0,0,0,0,0.0,25.0,11.289781913656018,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
237,0,1.0,0,0,0,0.0,25.0,11.512925464970229,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
238,0,2.0,0,0,0,0.0,25.0,12.206072645530174,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
239,0,1.0,0,0,0,0.0,25.0,11.512925464970229,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
240,0,2.0,0,0,0,0.0,25.0,11.512925464970229,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
241,0,1.0,0,0,0,0.0,25.0,11.695247021764184,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
242,0,3.0,0,0,0,0.0,25.0,11.512925464970229,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
243,0,1.0,0,0,0,0.0,25.0,11.289781913656018,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
244,0,1.0,0,0,0,0.0,25.0,11.695247021764184,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
245,0,2.0,0,0,0,0.0,25.0,11.512925464970229,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
246,0,3.0,0,0,0,0.0,25.0,11.289781913656018,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
247,0,1.0,0,0,0,0.0,25.0,11.84939770159144,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
248,0,1.0,0,0,0,0.0,25.0,11.571194373094205,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
249,0,2.0,0,0,0,0.0,25.0,11.512925464970229,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
250,0,2.0,0,0,0,0.0,25.0,11.512925464970229,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
251,0,2.0,0,0,0,0.0,25.0,11.289781913656018,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
252,0,2.0,0,0,0,0.0,25.0,11.512925464970229,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
253,0,5.0,0,0,0,0.0,25.0,11.84939770159144,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
254,0,3.0,0,0,0,0.0,25.0,11.84939770159144,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
255,0,2.0,0,0,0,0.0,25.0,11.695247021764184,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
256,0,3.0,0,0,0,0.0,25.0,12.206072645530174,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
257,0,4.0,0,0,0,0.0,25.0,12.206072645530174,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
258,0,4.0,0,0,0,0.0,25.0,12.206072645530174,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
259,0,3.0,0,0,0,0.0,25.0,11.695247021764184,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
260,0,7.0,0,0,0,0.0,25.0,12.89921982609012,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
261,0,7.0,0,0,0,0.0,25.0,12.89921982609012,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
262,0,7.0,0,0,0,0.0,25.0,12.89921982609012,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
263,0,4.0,0,0,0,0.0,25.0,12.89921982609012,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
264,0,5.0,0,0,0,0.0,25.0,11.289781913656018,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
265,0,4.0,0,0,0,0.0,25.0,11.695247021764184,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
266,0,4.0,0,0,0,0.0,25.0,12.89921982609012,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
267,0,2.0,0,0,0,0.0,25.0,12.206072645530174,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
268,0,3.0,0,0,0,0.0,25.0,9.903487552536127,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
269,0,3.0,0,0,0,0.0,25.0,12.206072645530174,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
270,0,4.0,0,0,0,0.0,25.0,13.412043452518782,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
271,0,5.0,0,0,0,0.0,25.0,13.304684934198283,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
272,0,3.0,0,0,0,0.0,25.0,12.611537753638338,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
273,0,3.0,0,0,0,0.0,25.0,13.412043452518782,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
274,0,6.0,0,0,0,0.0,25.0,12.206072645530174,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
275,0,3.0,0,0,0,0.0,25.0,10.596634733096073,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
276,0,3.0,0,0,0,0.0,25.0,12.611537753638338,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
277,0,4.0,0,0,0,0.0,25.0,13.081541382884074,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
278,0,4.0,0,0,0,0.0,25.0,10.778956289890028,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
279,0,3.0,0,0,0,0.0,25.0,11.002099841204238,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
280,0,3.0,0,0,0,0.0,25.0,13.304684934198283,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
281,0,3.0,0,0,0,0.0,25.0,10.596634733096073,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
282,0,3.0,0,0,0,0.0,25.0,11.695247021764184,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
283,0,3.0,0,0,0,0.0,25.0,11.982929094215963,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
284,0,4.0,0,0,0,0.0,25.0,11.002099841204238,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
285,0,4.0,0,0,0,0.0,25.0,11.289781913656018,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
286,0,3.0,0,0,0,0.0,25.0,11.695247021764184,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
287,0,3.0,0,0,0,0.0,25.0,11.695247021764184,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
288,0,1.0,0,0,0,0.0,25.0,11.002099841204238,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
289,0,3.0,0,0,0,0.0,25.0,9.903487552536127,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
290,0,3.0,0,0,0,0.0,25.0,11.002099841204238,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
291,0,4.0,0,0,0,0.0,25.0,10.596634733096073,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
292,0,4.0,0,0,0,0.0,25.0,8.987196820661973,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
293,0,4.0,0,0,0,0.0,25.0,9.903487552536127,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
294,0,4.0,0,0,0,0.0,25.0,9.903487552536127,Ile-de-France,'31711100,0,39.0,22-150799,1,2022_November,F,31,0.0,130025919,1,2022Q4,state
295,0,1.0,0,0,0,0.0,50.0,13.178569782672332,Ile-de-France,'50324200,1,62.0,22-152625,0,2022_November,S,50,7.0,219300571,1,2022Q4,municipality
296,1,1.0,1,1,0,0.0,50.0,13.081541382884074,Ile-de-France,'72262000,1,30.0,22-44494,0,2022_March,S,72,0.0,110070018,1,2022Q1,state
297,0,6.0,0,0,0,0.0,50.0,11.58855228309322,Ile-de-France,'45223220,1,45.0,22-104618,1,2022_August,T,45,0.0,219300019,1,2022Q3,municipality
298,1,0.0,0,1,0,0.0,100.0,12.111761966058932,Ile-de-France,'30121100,0,34.0,22-30038,1,2022_March,F,30,3.0,130023385,0,2022Q1,state
299,1,0.0,0,1,0,0.0,100.0,12.498742259492994,Ile-de-France,'30121100,0,34.0,22-30038,1,2022_March,F,30,3.0,130023385,0,2022Q1,state
300,1,0.0,0,1,0,0.0,100.0,12.688498794774466,Ile-de-France,'30121100,0,34.0,22-30038,1,2022_March,F,30,3.0,130023385,0,2022Q1,state
301,1,0.0,0,1,0,0.0,100.0,10.596634733096073,Ile-de-France,'48000000,0,34.0,22-30038,1,2022_March,S,48,3.0,130023385,0,2022Q1,state
302,0,2.0,1,0,0,0.0,40.0,11.951180395901384,Ile-de-France,'79995100,0,30.0,22-31958,0,2022_March,S,79,0.0,177504305,1,2022Q1,state
303,0,2.0,0,0,0,0.0,40.0,12.687726891995885,Ile-de-France,'32424000,1,40.0,22-37602,0,2022_March,F,32,2.0,110000023,1,2022Q1,state
304,1,1.0,0,1,0,0.0,40.0,10.564750799831208,Ile-de-France,'34900000,0,54.0,22-12576,1,2022_February,F,34,0.0,219300787,1,2022Q1,municipality
305,1,0.0,0,1,0,0.0,40.0,10.564750799831208,Ile-de-France,'34900000,0,54.0,22-12576,1,2022_February,F,34,1.0,219300787,0,2022Q1,municipality
306,1,1.0,0,1,0,0.0,40.0,10.564750799831208,Ile-de-France,'34900000,0,54.0,22-12576,1,2022_February,F,34,0.0,219300787,1,2022Q1,municipality
307,1,1.0,0,1,0,0.0,40.0,10.564750799831208,Ile-de-France,'34900000,0,54.0,22-12576,1,2022_February,F,34,0.0,219300787,1,2022Q1,municipality
308,1,1.0,0,1,0,0.0,40.0,10.564750799831208,Ile-de-France,'34900000,0,54.0,22-12576,1,2022_February,F,34,0.0,219300787,1,2022Q1,municipality
309,1,0.0,0,1,0,0.0,40.0,10.564750799831208,Ile-de-France,'34900000,0,54.0,22-12576,1,2022_February,F,34,1.0,219300787,0,2022Q1,municipality
310,1,0.0,0,1,0,0.0,40.0,10.564750799831208,Ile-de-France,'34900000,0,54.0,22-12576,1,2022_February,F,34,1.0,219300787,0,2022Q1,municipality
311,1,0.0,0,1,0,0.0,40.0,10.564750799831208,Ile-de-France,'34900000,0,54.0,22-12576,1,2022_February,F,34,1.0,219300787,0,2022Q1,municipality
312,1,2.0,1,1,0,0.0,40.0,15.38412647587812,Ile-de-France,'50700000,1,36.0,22-141725,1,2022_October,S,50,2.0,180089013,1,2022Q4,state
313,0,0.0,0,0,0,0.0,40.0,11.45275074193416,Ile-de-France,'90511200,0,56.0,22-22747,1,2022_February,S,90,1.0,259500023,0,2022Q1,specialized
314,0,4.0,0,0,0,0.0,35.0,13.7599214814818,Ile-de-France,'45223800,0,33.0,22-23584,0,2022_February,T,45,0.0,110000023,1,2022Q1,state
315,1,0.0,0,1,0,0.0,40.0,13.664687668229693,Ile-de-France,'85300000,0,34.0,22-81565,0,2022_June,S,85,1.0,180070039,0,2022Q2,state
316,1,1.0,0,1,1,5.0,31.57894736842105,12.676076274775909,Provence-Alpes-Côte d’Azur,'38293000,0,55.0,23-157760,0,2023_November,F,38,0.0,180006025,1,2023Q4,state
317,1,3.0,0,1,1,10.0,55.55555555555556,13.14412486918584,Ile-de-France,'39511100,1,62.0,23-163258,1,2023_November,F,39,0.0,120012018,1,2023Q4,state
318,0,2.0,0,0,0,0.0,40.0,14.499523346702246,Ile-de-France,'71311000,0,32.0,23-19797,0,2023_February,S,71,1.0,219300019,1,2023Q1,municipality
319,1,2.0,0,1,1,5.0,42.10526315789473,12.344747040217934,Ile-de-France,'18815000,1,51.0,22-166008,1,2022_December,F,18,0.0,120023015,1,2022Q4,state
320,1,2.0,0,1,1,5.0,42.10526315789473,11.049937170618398,Ile-de-France,'18424000,1,51.0,22-166008,1,2022_December,F,18,0.0,120023015,1,2022Q4,state
321,1,3.0,1,1,0,0.0,60.0,11.6690262421211,Ile-de-France,'90919200,0,34.0,23-99308,1,2023_July,S,90,0.0,180092264,1,2023Q3,state
322,1,3.0,1,1,0,0.0,60.0,11.212879270814677,Ile-de-France,'90919200,0,34.0,23-99308,1,2023_July,S,90,0.0,180092264,1,2023Q3,state
323,1,2.0,1,1,0,0.0,60.0,11.085940864596306,Ile-de-France,'90919200,0,34.0,23-99308,1,2023_July,S,90,0.0,180092264,1,2023Q3,state
324,1,4.0,1,1,0,0.0,60.0,11.24417662239034,Ile-de-France,'90919200,0,34.0,23-99308,1,2023_July,S,90,0.0,180092264,1,2023Q3,state
325,1,6.0,1,1,0,0.0,60.0,11.413030983292831,Ile-de-France,'90919200,0,34.0,23-99308,1,2023_July,S,90,0.0,180092264,1,2023Q3,state
